utterance_id	batch	pattern	diphone_index	diphone
266	single	2	8	a.-q
266	single	2	9	q-_
267	single	1	1	_-e
267	single	1	2	e-l
267	single	1	3	l-q
267	single	1	4	q-i.
267	single	1	5	i.-t
267	single	1	6	t-s.
267	single	1	7	s.-i.
267	single	1	8	i.-_
268	single	2	1	_-s
268	single	2	2	s-u.
268	single	2	3	u.-t.
268	single	2	4	t.-i.
268	single	2	5	i.-s
268	single	2	6	s-t.
268	single	2	7	t.-i.
268	single	2	8	i.-H
268	single	2	9	H-_
269	single	1	1	_-e
269	single	1	2	e-n
269	single	1	3	n-q
269	single	1	4	q-i.
269	single	1	5	i.-X
269	single	1	6	X-w
269	single	1	7	w-e
269	single	1	8	e-_
270	single	2	1	_-j
270	single	2	2	j-a.
270	single	2	3	a.-t.
270	single	2	4	t.-i.
270	single	2	5	i.-d
270	single	2	6	d-l
270	single	2	7	l-a
270	single	2	8	a-X
270	single	2	9	X-_
271	single	2	1	_-l
271	single	2	2	l-i.
271	single	2	3	i.-t.
271	single	2	4	t.-a.
271	single	2	5	a.-H
271	single	2	6	H-s.
271	single	2	7	s.-i.
271	single	2	8	i.-S
271	single	2	9	S-_
272	single	1	1	_-a
272	single	1	2	a-x
272	single	1	3	x-d
272	single	1	4	d-u
272	single	1	5	u-r
272	single	1	6	r-k
272	single	1	7	k-u
272	single	1	8	u-_
273	single	2	1	_-s.
273	single	2	2	s.-i.
273	single	2	3	i.-x
273	single	2	4	x-a
273	single	2	5	a-k
273	single	2	6	k-r
273	single	2	7	r-e.
273	single	2	8	e.-q
273	single	2	9	q-_
274	single	1	1	_-e
274	single	1	2	e-H
274	single	1	3	H-p
274	single	1	4	p-i.
274	single	1	5	i.-s.
274	single	1	6	s.-S
274	single	1	7	S-i
274	single	1	8	i-_
275	single	2	1	_-b
275	single	2	2	b-e.
275	single	2	3	e.-t.
275	single	2	4	t.-i.
275	single	2	5	i.-w
275	single	2	6	w-j
275	single	2	7	j-i.
275	single	2	8	i.-t.
275	single	2	9	t.-_
276	single	1	1	_-i
276	single	1	2	i-t
276	single	1	3	t-t.
276	single	1	4	t.-u.
276	single	1	5	u.-l
276	single	1	6	l-?
276	single	1	7	?-a
276	single	1	8	a-_
277	single	1	1	_-e
277	single	1	2	e-b
277	single	1	3	b-s.
277	single	1	4	s.-i.
277	single	1	5	i.-n
277	single	1	6	n-m
277	single	1	7	m-a
277	single	1	8	a-_
278	single	1	1	_-e
278	single	1	2	e-b
278	single	1	3	b-m
278	single	1	4	m-u.
278	single	1	5	u.-q
278	single	1	6	q-p
278	single	1	7	p-e
278	single	1	8	e-_
279	single	2	1	_-t.
279	single	2	2	t.-a.
279	single	2	3	a.-H
279	single	2	4	H-i.
279	single	2	5	i.-t.
279	single	2	6	t.-j
279	single	2	7	j-i.
279	single	2	8	i.-q
279	single	2	9	q-_
280	single	1	1	_-a
280	single	1	2	a-x
280	single	1	3	x-q
280	single	1	4	q-a.
280	single	1	5	a.-k
280	single	1	6	k-x
280	single	1	7	x-a
280	single	1	8	a-_
281	single	1	1	_-e
281	single	1	2	e-t.
281	single	1	3	t.-g
281	single	1	4	g-e.
281	single	1	5	e.-t.
281	single	1	6	t.-r
281	single	1	7	r-u
281	single	1	8	u-_
282	single	1	1	_-a
282	single	1	2	a-m
282	single	1	3	m-b
282	single	1	4	b-i.
282	single	1	5	i.-t.
282	single	1	6	t.-x
282	single	1	7	x-i
282	single	1	8	i-_
283	single	2	1	_-j
283	single	2	2	j-i.
283	single	2	3	i.-t.
283	single	2	4	t.-a.
283	single	2	5	a.-l
283	single	2	6	l-H
283	single	2	7	H-a.
283	single	2	8	a.-t.
283	single	2	9	t.-_
284	single	1	1	_-e
284	single	1	2	e-g
284	single	1	3	g-s.
284	single	1	4	s.-i.
284	single	1	5	i.-j
284	single	1	6	j-x
284	single	1	7	x-u
284	single	1	8	u-_
285	single	1	1	_-i
285	single	1	2	i-b
285	single	1	3	b-s
285	single	1	4	s-e.
285	single	1	5	e.-s.
285	single	1	6	s.-x
285	single	1	7	x-a
285	single	1	8	a-_
286	single	1	1	_-e
286	single	1	2	e-s
286	single	1	3	s-H
286	single	1	4	H-a
286	single	1	5	a-n
286	single	1	6	n-k
286	single	1	7	k-a
286	single	1	8	a-_
287	single	1	1	_-u
287	single	1	2	u-k
287	single	1	3	k-j
287	single	1	4	j-a
287	single	1	5	a-k
287	single	1	6	k-X
287	single	1	7	X-e
287	single	1	8	e-_
288	single	2	1	_-r
288	single	2	2	r-e.
288	single	2	3	e.-t.
288	single	2	4	t.-u.
288	single	2	5	u.-b
288	single	2	6	b-s.
288	single	2	7	s.-a.
288	single	2	8	a.-g
288	single	2	9	g-_
289	single	2	1	_-n
289	single	2	2	n-u.
289	single	2	3	u.-s.
289	single	2	4	s.-i.
289	single	2	5	i.-n
289	single	2	6	n-S
289	single	2	7	S-i
289	single	2	8	i-j
289	single	2	9	j-_
290	single	1	1	_-e
290	single	1	2	e-r
290	single	1	3	r-z
290	single	1	4	z-a
290	single	1	5	a-?
290	single	1	6	?-s
290	single	1	7	s-i
290	single	1	8	i-_
291	single	1	1	_-u
291	single	1	2	u-w
291	single	1	3	w-?
291	single	1	4	?-e
291	single	1	5	e-?
291	single	1	6	?-d
291	single	1	7	d-u
291	single	1	8	u-_
292	single	1	1	_-u
292	single	1	2	u-t
292	single	1	3	t-?
292	single	1	4	?-u
292	single	1	5	u-b
292	single	1	6	b-w
292	single	1	7	w-u
292	single	1	8	u-_
293	single	1	1	_-a
293	single	1	2	a-H
293	single	1	3	H-s.
293	single	1	4	s.-e.
293	single	1	5	e.-k
293	single	1	6	k-d
293	single	1	7	d-a
293	single	1	8	a-_
294	single	1	1	_-u
294	single	1	2	u-s
294	single	1	3	s-p
294	single	1	4	p-i
294	single	1	5	i-x
294	single	1	6	x-g
294	single	1	7	g-i
294	single	1	8	i-_
295	single	1	1	_-a
295	single	1	2	a-m
295	single	1	3	m-q
295	single	1	4	q-i.
295	single	1	5	i.-r
295	single	1	6	r-d
295	single	1	7	d-i
295	single	1	8	i-_
296	single	1	1	_-i
296	single	1	2	i-j
296	single	1	3	j-z
296	single	1	4	z-e.
296	single	1	5	e.-t.
296	single	1	6	t.-?
296	single	1	7	?-e
296	single	1	8	e-_
297	single	1	1	_-a
297	single	1	2	a-?
297	single	1	3	?-q
297	single	1	4	q-a.
297	single	1	5	a.-t
297	single	1	6	t-H
297	single	1	7	H-u
297	single	1	8	u-_
298	single	1	1	_-u
298	single	1	2	u-l
298	single	1	3	l-t
298	single	1	4	t-a
298	single	1	5	a-b
298	single	1	6	b-g
298	single	1	7	g-a
298	single	1	8	a-_
299	single	1	1	_-a
299	single	1	2	a-?
299	single	1	3	?-q
299	single	1	4	q-a.
299	single	1	5	a.-X
299	single	1	6	X-l
299	single	1	7	l-a
299	single	1	8	a-_
300	single	1	1	_-u
300	single	1	2	u-p
300	single	1	3	p-b
300	single	1	4	b-i
300	single	1	5	i-s
300	single	1	6	s-S
300	single	1	7	S-a
300	single	1	8	a-_
301	single	1	1	_-a
301	single	1	2	a-q
301	single	1	3	q-?
301	single	1	4	?-e.
301	single	1	5	e.-q
301	single	1	6	q-j
301	single	1	7	j-e
301	single	1	8	e-_
302	single	1	1	_-i
302	single	1	2	i-n
302	single	1	3	n-t.
302	single	1	4	t.-a.
302	single	1	5	a.-l
302	single	1	6	l-s
302	single	1	7	s-u
302	single	1	8	u-_
303	single	1	1	_-e
303	single	1	2	e-g
303	single	1	3	g-X
303	single	1	4	X-i
303	single	1	5	i-d
303	single	1	6	d-n
303	single	1	7	n-u
303	single	1	8	u-_
304	single	1	1	_-e
304	single	1	2	e-s.
304	single	1	3	s.-w
304	single	1	4	w-i.
304	single	1	5	i.-t.
304	single	1	6	t.-s.
304	single	1	7	s.-e.
304	single	1	8	e.-_
305	single	1	1	_-u
305	single	1	2	u-S
305	single	1	3	S-s.
305	single	1	4	s.-e.
305	single	1	5	e.-t
305	single	1	6	t-n
305	single	1	7	n-a
305	single	1	8	a-_
306	single	1	1	_-e
306	single	1	2	e-t.
306	single	1	3	t.-q
306	single	1	4	q-e.
306	single	1	5	e.-X
306	single	1	6	X-t
306	single	1	7	t-i
306	single	1	8	i-_
307	single	2	1	_-H
307	single	2	2	H-u.
307	single	2	3	u.-t.
307	single	2	4	t.-a.
307	single	2	5	a.-g
307	single	2	6	g-d
307	single	2	7	d-e
307	single	2	8	e-q
307	single	2	9	q-_
308	single	1	1	_-a
308	single	1	2	a-?
308	single	1	3	?-l
308	single	1	4	l-a
308	single	1	5	a-w
308	single	1	6	w-s
308	single	1	7	s-e
308	single	1	8	e-_
309	single	1	1	_-u
309	single	1	2	u-w
309	single	1	3	w-n
309	single	1	4	n-u
309	single	1	5	u-X
309	single	1	6	X-H
309	single	1	7	H-a
309	single	1	8	a-_
310	single	1	1	_-i
310	single	1	2	i-d
310	single	1	3	d-s
310	single	1	4	s-e.
310	single	1	5	e.-s.
310	single	1	6	s.-m
310	single	1	7	m-a
310	single	1	8	a-_
311	single	1	1	_-a
311	single	1	2	a-r
311	single	1	3	r-p
311	single	1	4	p-u.
311	single	1	5	u.-s.
311	single	1	6	s.-g
311	single	1	7	g-i
311	single	1	8	i-_
312	single	3	1	_-t.
312	single	3	2	t.-i.
312	single	3	3	i.-e.
312	single	3	4	e.-d
312	single	3	5	d-a
312	single	3	6	a-i
312	single	3	7	i-s.
312	single	3	8	s.-_
313	single	1	1	_-u
313	single	1	2	u-z
313	single	1	3	z-l
313	single	1	4	l-u
313	single	1	5	u-n
313	single	1	6	n-X
313	single	1	7	X-e
313	single	1	8	e-_
314	single	1	1	_-e
314	single	1	2	e-b
314	single	1	3	b-k
314	single	1	4	k-i
314	single	1	5	i-H
314	single	1	6	H-z
314	single	1	7	z-a
314	single	1	8	a-_
315	single	1	1	_-i
315	single	1	2	i-g
315	single	1	3	g-q
315	single	1	4	q-e.
315	single	1	5	e.-q
315	single	1	6	q-w
315	single	1	7	w-e
315	single	1	8	e-_
316	single	1	1	_-u
316	single	1	2	u-n
316	single	1	3	n-d
316	single	1	4	d-e
316	single	1	5	e-k
316	single	1	6	k-l
316	single	1	7	l-a
316	single	1	8	a-_
317	single	1	1	_-u
317	single	1	2	u-x
317	single	1	3	x-k
317	single	1	4	k-e
317	single	1	5	e-l
317	single	1	6	l-j
317	single	1	7	j-u
317	single	1	8	u-_
318	single	1	1	_-e
318	single	1	2	e-r
318	single	1	3	r-s
318	single	1	4	s-e
318	single	1	5	e-H
318	single	1	6	H-j
318	single	1	7	j-u
318	single	1	8	u-_
319	single	3	1	_-q
319	single	3	2	q-i.
319	single	3	3	i.-i.
319	single	3	4	i.-x
319	single	3	5	x-e
319	single	3	6	e-u
319	single	3	7	u-k
319	single	3	8	k-_
320	single	1	1	_-e
320	single	1	2	e-d
320	single	1	3	d-X
320	single	1	4	X-i.
320	single	1	5	i.-t.
320	single	1	6	t.-w
320	single	1	7	w-a
320	single	1	8	a-_
321	single	1	1	_-u
321	single	1	2	u-X
321	single	1	3	X-x
321	single	1	4	x-u.
321	single	1	5	u.-s.
321	single	1	6	s.-t
321	single	1	7	t-a
321	single	1	8	a-_
322	single	1	1	_-u
322	single	1	2	u-p
322	single	1	3	p-t.
322	single	1	4	t.-e.
322	single	1	5	e.-p
322	single	1	6	p-b
322	single	1	7	b-u
322	single	1	8	u-_
323	single	1	1	_-e
323	single	1	2	e-X
323	single	1	3	X-d
323	single	1	4	d-a
323	single	1	5	a-g
323	single	1	6	g-w
323	single	1	7	w-a
323	single	1	8	a-_
324	single	1	1	_-e
324	single	1	2	e-g
324	single	1	3	g-H
324	single	1	4	H-e
324	single	1	5	e-?
324	single	1	6	?-j
324	single	1	7	j-e
324	single	1	8	e-_
325	single	1	1	_-a
325	single	1	2	a-m
325	single	1	3	m-n
325	single	1	4	n-a
325	single	1	5	a-S
325	single	1	6	S-z
325	single	1	7	z-i
325	single	1	8	i-_
326	single	1	1	_-i
326	single	1	2	i-X
326	single	1	3	X-s
326	single	1	4	s-e
326	single	1	5	e-s
326	single	1	6	s-g
326	single	1	7	g-u
326	single	1	8	u-_
327	single	1	1	_-e
327	single	1	2	e-j
327	single	1	3	j-s
327	single	1	4	s-u.
327	single	1	5	u.-s.
327	single	1	6	s.-b
327	single	1	7	b-u
327	single	1	8	u-_
328	single	2	1	_-H
328	single	2	2	H-u.
328	single	2	3	u.-q
328	single	2	4	q-a.
328	single	2	5	a.-j
328	single	2	6	j-m
328	single	2	7	m-a
328	single	2	8	a-w
328	single	2	9	w-_
329	single	1	1	_-u
329	single	1	2	u-l
329	single	1	3	l-t
329	single	1	4	t-e
329	single	1	5	e-z
329	single	1	6	z-k
329	single	1	7	k-e
329	single	1	8	e-_
330	single	1	1	_-a
330	single	1	2	a-p
330	single	1	3	p-r
330	single	1	4	r-a
330	single	1	5	a-w
330	single	1	6	w-m
330	single	1	7	m-a
330	single	1	8	a-_
331	single	1	1	_-e
331	single	1	2	e-w
331	single	1	3	w-n
331	single	1	4	n-u.
331	single	1	5	u.-s.
331	single	1	6	s.-z
331	single	1	7	z-a
331	single	1	8	a-_
332	single	1	1	_-a
332	single	1	2	a-w
332	single	1	3	w-m
332	single	1	4	m-u
332	single	1	5	u-s
332	single	1	6	s-b
332	single	1	7	b-e
332	single	1	8	e-_
333	single	2	1	_-?
333	single	2	2	?-i.
333	single	2	3	i.-t.
333	single	2	4	t.-u.
333	single	2	5	u.-r
333	single	2	6	r-t
333	single	2	7	t-u
333	single	2	8	u-b
333	single	2	9	b-_
334	single	1	1	_-a
334	single	1	2	a-t.
334	single	1	3	t.-q
334	single	1	4	q-e.
334	single	1	5	e.-w
334	single	1	6	w-g
334	single	1	7	g-u
334	single	1	8	u-_
335	single	2	1	_-S
335	single	2	2	S-a.
335	single	2	3	a.-q
335	single	2	4	q-e.
335	single	2	5	e.-t
335	single	2	6	t-j
335	single	2	7	j-e
335	single	2	8	e-j
335	single	2	9	j-_
336	single	1	1	_-u
336	single	1	2	u-n
336	single	1	3	n-s.
336	single	1	4	s.-i.
336	single	1	5	i.-?
336	single	1	6	?-n
336	single	1	7	n-e
336	single	1	8	e-_
337	single	2	1	_-X
337	single	2	2	X-e.
337	single	2	3	e.-s.
337	single	2	4	s.-a.
337	single	2	5	a.-d
337	single	2	6	d-g
337	single	2	7	g-a
337	single	2	8	a-r
337	single	2	9	r-_
338	single	1	1	_-a
338	single	1	2	a-p
338	single	1	3	p-z
338	single	1	4	z-i.
338	single	1	5	i.-t.
338	single	1	6	t.-g
338	single	1	7	g-a
338	single	1	8	a-_
339	single	1	1	_-a
339	single	1	2	a-p
339	single	1	3	p-j
339	single	1	4	j-u
339	single	1	5	u-r
339	single	1	6	r-r
339	single	1	7	r-u
339	single	1	8	u-_
340	single	2	1	_-p
340	single	2	2	p-i.
340	single	2	3	i.-q
340	single	2	4	q-a.
340	single	2	5	a.-p
340	single	2	6	p-s.
340	single	2	7	s.-a.
340	single	2	8	a.-b
340	single	2	9	b-_
341	single	1	1	_-e
341	single	1	2	e-l
341	single	1	3	l-n
341	single	1	4	n-i.
341	single	1	5	i.-q
341	single	1	6	q-q
341	single	1	7	q-a.
341	single	1	8	a.-_
342	single	1	1	_-e
342	single	1	2	e-X
342	single	1	3	X-s
342	single	1	4	s-a
342	single	1	5	a-k
342	single	1	6	k-?
342	single	1	7	?-e
342	single	1	8	e-_
343	single	1	1	_-a
343	single	1	2	a-s.
343	single	1	3	s.-s.
343	single	1	4	s.-a.
343	single	1	5	a.-g
343	single	1	6	g-z
343	single	1	7	z-i
343	single	1	8	i-_
344	single	1	1	_-u
344	single	1	2	u-S
344	single	1	3	S-b
344	single	1	4	b-a
344	single	1	5	a-d
344	single	1	6	d-?
344	single	1	7	?-u
344	single	1	8	u-_
345	single	1	1	_-e
345	single	1	2	e-w
345	single	1	3	w-s.
345	single	1	4	s.-u.
345	single	1	5	u.-H
345	single	1	6	H-d
345	single	1	7	d-i
345	single	1	8	i-_
346	single	1	1	_-u
346	single	1	2	u-j
346	single	1	3	j-k
346	single	1	4	k-a
346	single	1	5	a-s
346	single	1	6	s-j
346	single	1	7	j-i
346	single	1	8	i-_
347	single	1	1	_-a
347	single	1	2	a-X
347	single	1	3	X-g
347	single	1	4	g-a.
347	single	1	5	a.-q
347	single	1	6	q-r
347	single	1	7	r-a
347	single	1	8	a-_
348	single	1	1	_-u
348	single	1	2	u-?
348	single	1	3	?-s.
348	single	1	4	s.-u.
348	single	1	5	u.-S
348	single	1	6	S-?
348	single	1	7	?-e
348	single	1	8	e-_
349	single	1	1	_-i
349	single	1	2	i-g
349	single	1	3	g-z
349	single	1	4	z-u
349	single	1	5	u-r
349	single	1	6	r-l
349	single	1	7	l-a
349	single	1	8	a-_
350	single	1	1	_-a
350	single	1	2	a-k
350	single	1	3	k-s.
350	single	1	4	s.-u.
350	single	1	5	u.-d
350	single	1	6	d-S
350	single	1	7	S-u
350	single	1	8	u-_
351	single	1	1	_-i
351	single	1	2	i-H
351	single	1	3	H-x
351	single	1	4	x-a
351	single	1	5	a-x
351	single	1	6	x-r
351	single	1	7	r-a
351	single	1	8	a-_
352	single	1	1	_-u
352	single	1	2	u-q
352	single	1	3	q-t.
352	single	1	4	t.-e.
352	single	1	5	e.-S
352	single	1	6	S-m
352	single	1	7	m-u
352	single	1	8	u-_
353	single	1	1	_-a
353	single	1	2	a-X
353	single	1	3	X-q
353	single	1	4	q-i.
353	single	1	5	i.-g
353	single	1	6	g-p
353	single	1	7	p-e
353	single	1	8	e-_
354	single	1	1	_-u
354	single	1	2	u-t.
354	single	1	3	t.-n
354	single	1	4	n-i
354	single	1	5	i-g
354	single	1	6	g-m
354	single	1	7	m-i
354	single	1	8	i-_
355	single	1	1	_-i
355	single	1	2	i-w
355	single	1	3	w-H
355	single	1	4	H-a
355	single	1	5	a-z
355	single	1	6	z-b
355	single	1	7	b-i
355	single	1	8	i-_
356	single	1	1	_-a
356	single	1	2	a-x
356	single	1	3	x-r
356	single	1	4	r-i
356	single	1	5	i-n
356	single	1	6	n-s
356	single	1	7	s-a
356	single	1	8	a-_
357	single	1	1	_-u
357	single	1	2	u-p
357	single	1	3	p-X
357	single	1	4	X-a
357	single	1	5	a-m
357	single	1	6	m-d
357	single	1	7	d-i
357	single	1	8	i-_
358	single	1	1	_-u
358	single	1	2	u-S
358	single	1	3	S-t.
358	single	1	4	t.-i.
358	single	1	5	i.-m
358	single	1	6	m-X
358	single	1	7	X-e
358	single	1	8	e-_
359	single	1	1	_-u
359	single	1	2	u-g
359	single	1	3	g-g
359	single	1	4	g-i
359	single	1	5	i-p
359	single	1	6	p-s
359	single	1	7	s-u
359	single	1	8	u-_
360	single	2	1	_-q
360	single	2	2	q-u.
360	single	2	3	u.-j
360	single	2	4	j-u.
360	single	2	5	u.-t.
360	single	2	6	t.-b
360	single	2	7	b-i
360	single	2	8	i-t
360	single	2	9	t-_
361	single	1	1	_-e
361	single	1	2	e-n
361	single	1	3	n-s.
361	single	1	4	s.-a.
361	single	1	5	a.-S
361	single	1	6	S-p
361	single	1	7	p-a
361	single	1	8	a-_
362	single	1	1	_-a
362	single	1	2	a-k
362	single	1	3	k-s
362	single	1	4	s-u
362	single	1	5	u-H
362	single	1	6	H-r
362	single	1	7	r-i
362	single	1	8	i-_
363	single	1	1	_-e
363	single	1	2	e-x
363	single	1	3	x-x
363	single	1	4	x-a
363	single	1	5	a-d
363	single	1	6	d-j
363	single	1	7	j-a
363	single	1	8	a-_
364	single	1	1	_-e
364	single	1	2	e-b
364	single	1	3	b-p
364	single	1	4	p-e
364	single	1	5	e-j
364	single	1	6	j-b
364	single	1	7	b-u
364	single	1	8	u-_
365	single	1	1	_-a
365	single	1	2	a-b
365	single	1	3	b-X
365	single	1	4	X-i.
365	single	1	5	i.-s.
365	single	1	6	s.-t.
365	single	1	7	t.-a.
365	single	1	8	a.-_
366	single	1	1	_-i
366	single	1	2	i-s.
366	single	1	3	s.-q
366	single	1	4	q-e.
366	single	1	5	e.-?
366	single	1	6	?-b
366	single	1	7	b-a
366	single	1	8	a-_
367	single	1	1	_-e
367	single	1	2	e-x
367	single	1	3	x-d
367	single	1	4	d-e
367	single	1	5	e-H
367	single	1	6	H-S
367	single	1	7	S-a
367	single	1	8	a-_
368	single	1	1	_-u
368	single	1	2	u-t
368	single	1	3	t-m
368	single	1	4	m-i.
368	single	1	5	i.-t.
368	single	1	6	t.-X
368	single	1	7	X-a
368	single	1	8	a-_
369	single	1	1	_-u
369	single	1	2	u-?
369	single	1	3	?-z
369	single	1	4	z-e
369	single	1	5	e-p
369	single	1	6	p-k
369	single	1	7	k-e
369	single	1	8	e-_
370	single	2	1	_-t
370	single	2	2	t-e
370	single	2	3	e-q
370	single	2	4	q-i.
370	single	2	5	i.-w
370	single	2	6	w-t.
370	single	2	7	t.-u.
370	single	2	8	u.-g
370	single	2	9	g-_
371	single	1	1	_-a
371	single	1	2	a-r
371	single	1	3	r-q
371	single	1	4	q-u.
371	single	1	5	u.-p
371	single	1	6	p-d
371	single	1	7	d-u
371	single	1	8	u-_
372	single	1	1	_-i
372	single	1	2	i-r
372	single	1	3	r-S
372	single	1	4	S-a
372	single	1	5	a-d
372	single	1	6	d-j
372	single	1	7	j-u
372	single	1	8	u-_
373	single	1	1	_-i
373	single	1	2	i-H
373	single	1	3	H-n
373	single	1	4	n-a.
373	single	1	5	a.-s.
373	single	1	6	s.-H
373	single	1	7	H-a
373	single	1	8	a-_
374	single	1	1	_-i
374	single	1	2	i-d
374	single	1	3	d-S
374	single	1	4	S-e.
374	single	1	5	e.-s.
374	single	1	6	s.-k
374	single	1	7	k-a
374	single	1	8	a-_
375	single	1	1	_-e
375	single	1	2	e-m
375	single	1	3	m-l
375	single	1	4	l-a
375	single	1	5	a-b
375	single	1	6	b-d
375	single	1	7	d-u
375	single	1	8	u-_
376	single	1	1	_-a
376	single	1	2	a-l
376	single	1	3	l-m
376	single	1	4	m-i
376	single	1	5	i-X
376	single	1	6	X-k
376	single	1	7	k-e
376	single	1	8	e-_
377	single	1	1	_-e
377	single	1	2	e-d
377	single	1	3	d-z
377	single	1	4	z-a
377	single	1	5	a-g
377	single	1	6	g-H
377	single	1	7	H-i
377	single	1	8	i-_
378	single	1	1	_-e
378	single	1	2	e-z
378	single	1	3	z-S
378	single	1	4	S-e
378	single	1	5	e-l
378	single	1	6	l-w
378	single	1	7	w-e
378	single	1	8	e-_
379	single	1	1	_-u
379	single	1	2	u-d
379	single	1	3	d-t
379	single	1	4	t-u
379	single	1	5	u-j
379	single	1	6	j-j
379	single	1	7	j-e
379	single	1	8	e-_
380	single	1	1	_-u
380	single	1	2	u-w
380	single	1	3	w-r
380	single	1	4	r-e
380	single	1	5	e-z
380	single	1	6	z-H
380	single	1	7	H-e
380	single	1	8	e-_
381	single	1	1	_-a
381	single	1	2	a-s
381	single	1	3	s-x
381	single	1	4	x-e.
381	single	1	5	e.-q
381	single	1	6	q-X
381	single	1	7	X-a
381	single	1	8	a-_
382	single	1	1	_-e
382	single	1	2	e-X
382	single	1	3	X-S
382	single	1	4	S-i
382	single	1	5	i-g
382	single	1	6	g-S
382	single	1	7	S-e
382	single	1	8	e-_
383	single	1	1	_-a
383	single	1	2	a-S
383	single	1	3	S-g
383	single	1	4	g-u
383	single	1	5	u-x
383	single	1	6	x-w
383	single	1	7	w-e
383	single	1	8	e-_
384	single	1	1	_-u
384	single	1	2	u-?
384	single	1	3	?-p
384	single	1	4	p-a
384	single	1	5	a-k
384	single	1	6	k-b
384	single	1	7	b-e
384	single	1	8	e-_
385	single	1	1	_-a
385	single	1	2	a-S
385	single	1	3	S-s.
385	single	1	4	s.-e.
385	single	1	5	e.-d
385	single	1	6	d-w
385	single	1	7	w-i
385	single	1	8	i-_
386	single	1	1	_-e
386	single	1	2	e-k
386	single	1	3	k-s
386	single	1	4	s-u
386	single	1	5	u-t
386	single	1	6	t-r
386	single	1	7	r-u
386	single	1	8	u-_
387	single	1	1	_-u
387	single	1	2	u-X
387	single	1	3	X-?
387	single	1	4	?-e.
387	single	1	5	e.-s.
387	single	1	6	s.-s
387	single	1	7	s-e
387	single	1	8	e-_
388	single	1	1	_-e
388	single	1	2	e-H
388	single	1	3	H-w
388	single	1	4	w-u
388	single	1	5	u-r
388	single	1	6	r-r
388	single	1	7	r-e
388	single	1	8	e-_
389	single	1	1	_-u
389	single	1	2	u-t.
389	single	1	3	t.-l
389	single	1	4	l-e
389	single	1	5	e-b
389	single	1	6	b-l
389	single	1	7	l-a
389	single	1	8	a-_
390	single	1	1	_-i
390	single	1	2	i-l
390	single	1	3	l-w
390	single	1	4	w-u
390	single	1	5	u-t
390	single	1	6	t-t
390	single	1	7	t-e
390	single	1	8	e-_
391	single	1	1	_-a
391	single	1	2	a-d
391	single	1	3	d-q
391	single	1	4	q-a.
391	single	1	5	a.-r
391	single	1	6	r-t.
391	single	1	7	t.-u.
391	single	1	8	u.-_
392	single	1	1	_-e
392	single	1	2	e-H
392	single	1	3	H-q
392	single	1	4	q-u.
392	single	1	5	u.-H
392	single	1	6	H-g
392	single	1	7	g-u
392	single	1	8	u-_
393	single	1	1	_-e
393	single	1	2	e-q
393	single	1	3	q-b
393	single	1	4	b-i
393	single	1	5	i-X
393	single	1	6	X-j
393	single	1	7	j-a
393	single	1	8	a-_
394	single	1	1	_-u
394	single	1	2	u-t.
394	single	1	3	t.-t
394	single	1	4	t-a
394	single	1	5	a-H
394	single	1	6	H-?
394	single	1	7	?-e
394	single	1	8	e-_
395	single	2	1	_-p
395	single	2	2	p-a.
395	single	2	3	a.-t.
395	single	2	4	t.-i.
395	single	2	5	i.-m
395	single	2	6	m-l
395	single	2	7	l-e.
395	single	2	8	e.-s.
395	single	2	9	s.-_
396	single	1	1	_-a
396	single	1	2	a-s
396	single	1	3	s-d
396	single	1	4	d-a
396	single	1	5	a-H
396	single	1	6	H-w
396	single	1	7	w-u
396	single	1	8	u-_
397	single	1	1	_-e
397	single	1	2	e-q
397	single	1	3	q-n
397	single	1	4	n-e
397	single	1	5	e-l
397	single	1	6	l-d
397	single	1	7	d-u
397	single	1	8	u-_
398	single	1	1	_-u
398	single	1	2	u-x
398	single	1	3	x-H
398	single	1	4	H-u
398	single	1	5	u-x
398	single	1	6	x-j
398	single	1	7	j-u
398	single	1	8	u-_
399	single	1	1	_-u
399	single	1	2	u-g
399	single	1	3	g-q
399	single	1	4	q-u.
399	single	1	5	u.-j
399	single	1	6	j-b
399	single	1	7	b-i
399	single	1	8	i-_
400	single	1	1	_-e
400	single	1	2	e-b
400	single	1	3	b-b
400	single	1	4	b-i
400	single	1	5	i-z
400	single	1	6	z-w
400	single	1	7	w-u
400	single	1	8	u-_
401	single	1	1	_-i
401	single	1	2	i-m
401	single	1	3	m-n
401	single	1	4	n-i
401	single	1	5	i-d
401	single	1	6	d-?
401	single	1	7	?-i
401	single	1	8	i-_
402	single	1	1	_-i
402	single	1	2	i-s
402	single	1	3	s-t
402	single	1	4	t-a
402	single	1	5	a-g
402	single	1	6	g-g
402	single	1	7	g-a
402	single	1	8	a-_
403	single	2	1	_-q
403	single	2	2	q-u.
403	single	2	3	u.-X
403	single	2	4	X-u
403	single	2	5	u-S
403	single	2	6	S-d
403	single	2	7	d-u
403	single	2	8	u-g
403	single	2	9	g-_
404	single	1	1	_-u
404	single	1	2	u-?
404	single	1	3	?-k
404	single	1	4	k-a
404	single	1	5	a-t
404	single	1	6	t-?
404	single	1	7	?-e
404	single	1	8	e-_
405	single	1	1	_-i
405	single	1	2	i-X
405	single	1	3	X-p
405	single	1	4	p-a.
405	single	1	5	a.-q
405	single	1	6	q-S
405	single	1	7	S-a
405	single	1	8	a-_
406	single	1	1	_-u
