utterance_id	batch	pattern	word_spaced	word_script	diphone_count	diphones
471	single	1	a x S u H d i	_a x S u H d i_	8	_-a a-x x-S S-u u-H H-d d-i i-_
472	single	1	e p n e. q l i	_e p n e. q l i_	8	_-e e-p p-n n-e. e.-q q-l l-i i-_
473	single	1	u d d u S g i	_u d d u S g i_	8	_-u u-d d-d d-u u-S S-g g-i i-_
474	single	1	u w d i l p e	_u w d i l p e_	8	_-u u-w w-d d-i i-l l-p p-e e-_
475	single	1	u m z u t x e	_u m z u t x e_	8	_-u u-m m-z z-u u-t t-x x-e e-_
476	single	1	u b x i H l a	_u b x i H l a_	8	_-u u-b b-x x-i i-H H-l l-a a-_
477	single	1	e m s. u. z b a	_e m s. u. z b a_	8	_-e e-m m-s. s.-u. u.-z z-b b-a a-_
478	single	1	u X n e d l a	_u X n e d l a_	8	_-u u-X X-n n-e e-d d-l l-a a-_
479	single	1	u g X i d s. u.	_u g X i d s. u._	8	_-u u-g g-X X-i i-d d-s. s.-u. u.-_
480	single	1	i s d u b r a	_i s d u b r a_	8	_-i i-s s-d d-u u-b b-r r-a a-_
481	single	1	a z p i H s. e.	_a z p i H s. e._	8	_-a a-z z-p p-i i-H H-s. s.-e. e.-_
482	single	1	u j X i j ? e	_u j X i j ? e_	8	_-u u-j j-X X-i i-j j-? ?-e e-_
483	single	1	a q X u p l e	_a q X u p l e_	8	_-a a-q q-X X-u u-p p-l l-e e-_
484	single	1	u X X i X d u	_u X X i X d u_	8	_-u u-X X-X X-i i-X X-d d-u u-_
485	single	1	e j d i d z e	_e j d i d z e_	8	_-e e-j j-d d-i i-d d-z z-e e-_
486	single	2	j a. s. u. w H e b	_j a. s. u. w H e b_	9	_-j j-a. a.-s. s.-u. u.-w w-H H-e e-b b-_
487	single	1	u ? s a t k i	_u ? s a t k i_	8	_-u u-? ?-s s-a a-t t-k k-i i-_
488	single	1	e r m u m H i	_e r m u m H i_	8	_-e e-r r-m m-u u-m m-H H-i i-_
489	single	1	a n z e. s. d a	_a n z e. s. d a_	8	_-a a-n n-z z-e. e.-s. s.-d d-a a-_
490	single	1	i t g u ? s i	_i t g u ? s i_	8	_-i i-t t-g g-u u-? ?-s s-i i-_
491	single	1	u d g a k x a	_u d g a k x a_	8	_-u u-d d-g g-a a-k k-x x-a a-_
492	single	1	a X g e d n e	_a X g e d n e_	8	_-a a-X X-g g-e e-d d-n n-e e-_
493	single	1	a x ? u k w a	_a x ? u k w a_	8	_-a a-x x-? ?-u u-k k-w w-a a-_
494	single	1	e t s a z s i	_e t s a z s i_	8	_-e e-t t-s s-a a-z z-s s-i i-_
495	single	1	a w t. u. k n u	_a w t. u. k n u_	8	_-a a-w w-t. t.-u. u.-k k-n n-u u-_
496	single	1	e p z a l x e	_e p z a l x e_	8	_-e e-p p-z z-a a-l l-x x-e e-_
497	single	1	e x H i S z u	_e x H i S z u_	8	_-e e-x x-H H-i i-S S-z z-u u-_
498	single	1	i S t i z S a	_i S t i z S a_	8	_-i i-S S-t t-i i-z z-S S-a a-_
499	single	1	i r d e X r e	_i r d e X r e_	8	_-i i-r r-d d-e e-X X-r r-e e-_
500	single	1	i g j u k S i	_i g j u k S i_	8	_-i i-g g-j j-u u-k k-S S-i i-_
501	single	1	u l t. i. b w u	_u l t. i. b w u_	8	_-u u-l l-t. t.-i. i.-b b-w w-u u-_
502	single	1	a n s a S s e	_a n s a S s e_	8	_-a a-n n-s s-a a-S S-s s-e e-_
503	single	1	u t l i s S i	_u t l i s S i_	8	_-u u-t t-l l-i i-s s-S S-i i-_
504	single	1	a g l u p X e	_a g l u p X e_	8	_-a a-g g-l l-u u-p p-X X-e e-_
505	single	1	a S k e H n i	_a S k e H n i_	8	_-a a-S S-k k-e e-H H-n n-i i-_
506	single	1	i X x i z r i	_i X x i z r i_	8	_-i i-X X-x x-i i-z z-r r-i i-_
507	single	1	a n ? u k m i	_a n ? u k m i_	8	_-a a-n n-? ?-u u-k k-m m-i i-_
508	single	3	j a a s a a g	_j a a s a a g_	8	_-j j-a a-a a-s s-a a-a a-g g-_
509	single	1	u m t. u. n m i	_u m t. u. n m i_	8	_-u u-m m-t. t.-u. u.-n n-m m-i i-_
510	single	1	u b b a l z a	_u b b a l z a_	8	_-u u-b b-b b-a a-l l-z z-a a-_
511	single	1	a s n i w g a	_a s n i w g a_	8	_-a a-s s-n n-i i-w w-g g-a a-_
512	single	1	i p g u x s a	_i p g u x s a_	8	_-i i-p p-g g-u u-x x-s s-a a-_
513	single	1	i n t. e. H s i	_i n t. e. H s i_	8	_-i i-n n-t. t.-e. e.-H H-s s-i i-_
514	single	1	a w d a g t i	_a w d a g t i_	8	_-a a-w w-d d-a a-g g-t t-i i-_
515	single	1	e ? z u m g a	_e ? z u m g a_	8	_-e e-? ?-z z-u u-m m-g g-a a-_
516	single	1	u t p u s n i	_u t p u s n i_	8	_-u u-t t-p p-u u-s s-n n-i i-_
517	single	1	u b ? a p m i	_u b ? a p m i_	8	_-u u-b b-? ?-a a-p p-m m-i i-_
518	single	1	u n q e. k j u	_u n q e. k j u_	8	_-u u-n n-q q-e. e.-k k-j j-u u-_
519	single	1	e ? X e g s u	_e ? X e g s u_	8	_-e e-? ?-X X-e e-g g-s s-u u-_
520	single	1	a S X i g ? a	_a S X i g ? a_	8	_-a a-S S-X X-i i-g g-? ?-a a-_
521	single	1	a z n i p q e.	_a z n i p q e._	8	_-a a-z z-n n-i i-p p-q q-e. e.-_
522	single	1	e n r a H r u	_e n r a H r u_	8	_-e e-n n-r r-a a-H H-r r-u u-_
523	single	1	u p x i ? r i	_u p x i ? r i_	8	_-u u-p p-x x-i i-? ?-r r-i i-_
524	single	1	e r x i. t. H u	_e r x i. t. H u_	8	_-e e-r r-x x-i. i.-t. t.-H H-u u-_
525	single	1	e q k e n t a	_e q k e n t a_	8	_-e e-q q-k k-e e-n n-t t-a a-_
526	single	1	u g x u S l e	_u g x u S l e_	8	_-u u-g g-x x-u u-S S-l l-e e-_
527	single	1	a z t a d r a	_a z t a d r a_	8	_-a a-z z-t t-a a-d d-r r-a a-_
528	single	1	i x p e. s. p u	_i x p e. s. p u_	8	_-i i-x x-p p-e. e.-s. s.-p p-u u-_
529	single	2	q u. m e. q w i. s.	_q u. m e. q w i. s._	9	_-q q-u. u.-m m-e. e.-q q-w w-i. i.-s. s.-_
530	single	1	i x n u z m u	_i x n u z m u_	8	_-i i-x x-n n-u u-z z-m m-u u-_
531	single	1	i H t u m S i	_i H t u m S i_	8	_-i i-H H-t t-u u-m m-S S-i i-_
532	single	1	u x t. e. n w u	_u x t. e. n w u_	8	_-u u-x x-t. t.-e. e.-n n-w w-u u-_
533	single	1	e d j e p l e	_e d j e p l e_	8	_-e e-d d-j j-e e-p p-l l-e e-_
534	single	1	u n l e t m e	_u n l e t m e_	8	_-u u-n n-l l-e e-t t-m m-e e-_
535	single	1	i t p e H m e	_i t p e H m e_	8	_-i i-t t-p p-e e-H H-m m-e e-_
536	single	1	u x s u n d u	_u x s u n d u_	8	_-u u-x x-s s-u u-n n-d d-u u-_
537	single	1	u s z e. q ? u	_u s z e. q ? u_	8	_-u u-s s-z z-e. e.-q q-? ?-u u-_
538	single	1	u w S a. s. X u	_u w S a. s. X u_	8	_-u u-w w-S S-a. a.-s. s.-X X-u u-_
539	single	1	u X b i H S e	_u X b i H S e_	8	_-u u-X X-b b-i i-H H-S S-e e-_
540	single	1	e s r u. q d a	_e s r u. q d a_	8	_-e e-s s-r r-u. u.-q q-d d-a a-_
541	single	1	e z l u z s. e.	_e z l u z s. e._	8	_-e e-z z-l l-u u-z z-s. s.-e. e.-_
542	single	1	u r H i p H e	_u r H i p H e_	8	_-u u-r r-H H-i i-p p-H H-e e-_
543	single	1	a d k a l j a	_a d k a l j a_	8	_-a a-d d-k k-a a-l l-j j-a a-_
544	single	1	u j r u s m e	_u j r u s m e_	8	_-u u-j j-r r-u u-s s-m m-e e-_
545	single	1	u x k i d m e	_u x k i d m e_	8	_-u u-x x-k k-i i-d d-m m-e e-_
546	single	1	i r g a. s. j i	_i r g a. s. j i_	8	_-i i-r r-g g-a. a.-s. s.-j j-i i-_
547	single	1	i S x a. t. l e	_i S x a. t. l e_	8	_-i i-S S-x x-a. a.-t. t.-l l-e e-_
548	single	1	e s k a s. b u	_e s k a s. b u_	8	_-e e-s s-k k-a a-s. s.-b b-u u-_
549	single	1	u r z e k z i	_u r z e k z i_	8	_-u u-r r-z z-e e-k k-z z-i i-_
550	single	1	u S d e w r a	_u S d e w r a_	8	_-u u-S S-d d-e e-w w-r r-a a-_
551	single	1	a ? b i t r u	_a ? b i t r u_	8	_-a a-? ?-b b-i i-t t-r r-u u-_
552	single	1	u S S a n b e	_u S S a n b e_	8	_-u u-S S-S S-a a-n n-b b-e e-_
553	single	1	a H ? u r x a	_a H ? u r x a_	8	_-a a-H H-? ?-u u-r r-x x-a a-_
554	single	1	i z p a ? S i	_i z p a ? S i_	8	_-i i-z z-p p-a a-? ?-S S-i i-_
555	single	1	e t S i X H a	_e t S i X H a_	8	_-e e-t t-S S-i i-X X-H H-a a-_
556	single	1	u t w e x s. u.	_u t w e x s. u._	8	_-u u-t t-w w-e e-x x-s. s.-u. u.-_
557	single	1	e j m i z t e	_e j m i z t e_	8	_-e e-j j-m m-i i-z z-t t-e e-_
558	single	1	e w b u. t. z e	_e w b u. t. z e_	8	_-e e-w w-b b-u. u.-t. t.-z z-e e-_
559	single	1	i S b e k p u	_i S b e k p u_	8	_-i i-S S-b b-e e-k k-p p-u u-_
560	single	1	u r p i j n e	_u r p i j n e_	8	_-u u-r r-p p-i i-j j-n n-e e-_
561	single	1	e w x u r g a	_e w x u r g a_	8	_-e e-w w-x x-u u-r r-g g-a a-_
562	single	1	a ? k e X w u	_a ? k e X w u_	8	_-a a-? ?-k k-e e-X X-w w-u u-_
563	single	1	e t z u s q a.	_e t z u s q a._	8	_-e e-t t-z z-u u-s s-q q-a. a.-_
564	single	3	w a e g i. i. s.	_w a e g i. i. s._	8	_-w w-a a-e e-g g-i. i.-i. i.-s. s.-_
565	single	1	e r z i r t i	_e r z i r t i_	8	_-e e-r r-z z-i i-r r-t t-i i-_
566	single	1	e x j u ? p a	_e x j u ? p a_	8	_-e e-x x-j j-u u-? ?-p p-a a-_
567	single	1	u w t u S j i	_u w t u S j i_	8	_-u u-w w-t t-u u-S S-j j-i i-_
568	single	1	a X S i d w u	_a X S i d w u_	8	_-a a-X X-S S-i i-d d-w w-u u-_
569	single	1	i H t e n b e	_i H t e n b e_	8	_-i i-H H-t t-e e-n n-b b-e e-_
570	single	1	e s p e r m a	_e s p e r m a_	8	_-e e-s s-p p-e e-r r-m m-a a-_
571	single	1	u S H u w l e	_u S H u w l e_	8	_-u u-S S-H H-u u-w w-l l-e e-_
572	single	1	a d X u. q s. e.	_a d X u. q s. e._	8	_-a a-d d-X X-u. u.-q q-s. s.-e. e.-_
573	single	1	a t q a. q d a	_a t q a. q d a_	8	_-a a-t t-q q-a. a.-q q-d d-a a-_
574	single	1	i H b a p z a	_i H b a p z a_	8	_-i i-H H-b b-a a-p p-z z-a a-_
575	single	1	i b l u m j i	_i b l u m j i_	8	_-i i-b b-l l-u u-m m-j j-i i-_
576	single	1	i j t u t s a	_i j t u t s a_	8	_-i i-j j-t t-u u-t t-s s-a a-_
577	single	1	e s t e t k i	_e s t e t k i_	8	_-e e-s s-t t-e e-t t-k k-i i-_
578	single	1	i d d e j l i	_i d d e j l i_	8	_-i i-d d-d d-e e-j j-l l-i i-_
579	single	1	i j t e j H a	_i j t e j H a_	8	_-i i-j j-t t-e e-j j-H H-a a-_
580	single	1	e r k e H k i	_e r k e H k i_	8	_-e e-r r-k k-e e-H H-k k-i i-_
581	single	1	i ? j e. t. x u	_i ? j e. t. x u_	8	_-i i-? ?-j j-e. e.-t. t.-x x-u u-_
582	single	1	i j ? u. t. X e	_i j ? u. t. X e_	8	_-i i-j j-? ?-u. u.-t. t.-X X-e e-_
583	single	1	a m t e b S a	_a m t e b S a_	8	_-a a-m m-t t-e e-b b-S S-a a-_
584	single	1	u k q u. s b a	_u k q u. s b a_	8	_-u u-k k-q q-u. u.-s s-b b-a a-_
585	single	1	a X t. i. j t. i.	_a X t. i. j t. i._	8	_-a a-X X-t. t.-i. i.-j j-t. t.-i. i.-_
586	single	2	t. i. l u. t. z a k	_t. i. l u. t. z a k_	9	_-t. t.-i. i.-l l-u. u.-t. t.-z z-a a-k k-_
587	single	1	i m s e w q u.	_i m s e w q u._	8	_-i i-m m-s s-e e-w w-q q-u. u.-_
588	single	1	e m d u b H e	_e m d u b H e_	8	_-e e-m m-d d-u u-b b-H H-e e-_
589	single	1	u ? n e j S e	_u ? n e j S e_	8	_-u u-? ?-n n-e e-j j-S S-e e-_
590	single	1	a n X e H X u	_a n X e H X u_	8	_-a a-n n-X X-e e-H H-X X-u u-_
591	single	1	i z s. u. X t u	_i z s. u. X t u_	8	_-i i-z z-s. s.-u. u.-X X-t t-u u-_
592	single	1	u t d a s. d a	_u t d a s. d a_	8	_-u u-t t-d d-a a-s. s.-d d-a a-_
593	single	3	k e a w a. a. s.	_k e a w a. a. s._	8	_-k k-e e-a a-w w-a. a.-a. a.-s. s.-_
594	single	1	u k g a X r u	_u k g a X r u_	8	_-u u-k k-g g-a a-X X-r r-u u-_
595	single	1	u g m i w H i	_u g m i w H i_	8	_-u u-g g-m m-i i-w w-H H-i i-_
596	single	1	a q g u r s. i.	_a q g u r s. i._	8	_-a a-q q-g g-u u-r r-s. s.-i. i.-_
597	single	1	a s s i m m i	_a s s i m m i_	8	_-a a-s s-s s-i i-m m-m m-i i-_
598	single	1	e ? d a k t. u.	_e ? d a k t. u._	8	_-e e-? ?-d d-a a-k k-t. t.-u. u.-_
599	single	1	i j z a l d u	_i j z a l d u_	8	_-i i-j j-z z-a a-l l-d d-u u-_
600	single	1	u x s. e. x b u	_u x s. e. x b u_	8	_-u u-x x-s. s.-e. e.-x x-b b-u u-_
601	single	1	a z k e b d u	_a z k e b d u_	8	_-a a-z z-k k-e e-b b-d d-u u-_
602	single	1	i ? w a ? d a	_i ? w a ? d a_	8	_-i i-? ?-w w-a a-? ?-d d-a a-_
603	single	1	a g k e r b e	_a g k e r b e_	8	_-a a-g g-k k-e e-r r-b b-e e-_
604	single	1	i t j a w b u	_i t j a w b u_	8	_-i i-t t-j j-a a-w w-b b-u u-_
605	single	1	u S q a. l m a	_u S q a. l m a_	8	_-u u-S S-q q-a. a.-l l-m m-a a-_
606	single	1	i d g u ? n u	_i d g u ? n u_	8	_-i i-d d-g g-u u-? ?-n n-u u-_
607	single	1	e r j a S d e	_e r j a S d e_	8	_-e e-r r-j j-a a-S S-d d-e e-_
608	single	1	i b k i g b a	_i b k i g b a_	8	_-i i-b b-k k-i i-g g-b b-a a-_
609	single	1	u z g i l r a	_u z g i l r a_	8	_-u u-z z-g g-i i-l l-r r-a a-_
610	single	3	w i a b i u s	_w i a b i u s_	8	_-w w-i i-a a-b b-i i-u u-s s-_
611	single	1	e d H u. s. ? i	_e d H u. s. ? i_	8	_-e e-d d-H H-u. u.-s. s.-? ?-i i-_
612	single	1	u l s u x x u	_u l s u x x u_	8	_-u u-l l-s s-u u-x x-x x-u u-_
613	single	1	a b r u j g u	_a b r u j g u_	8	_-a a-b b-r r-u u-j j-g g-u u-_
614	single	1	a j s a n n e	_a j s a n n e_	8	_-a a-j j-s s-a a-n n-n n-e e-_
615	single	1	e t t. i. r H u	_e t t. i. r H u_	8	_-e e-t t-t. t.-i. i.-r r-H H-u u-_
616	single	1	i z x i m r i	_i z x i m r i_	8	_-i i-z z-x x-i i-m m-r r-i i-_
617	single	1	e w S e r X u	_e w S e r X u_	8	_-e e-w w-S S-e e-r r-X X-u u-_
618	single	1	a b s e p t e	_a b s e p t e_	8	_-a a-b b-s s-e e-p p-t t-e e-_
619	single	1	a z H i n k u	_a z H i n k u_	8	_-a a-z z-H H-i i-n n-k k-u u-_
620	single	1	e j j e j d u	_e j j e j d u_	8	_-e e-j j-j j-e e-j j-d d-u u-_
621	single	1	i b j i t S a	_i b j i t S a_	8	_-i i-b b-j j-i i-t t-S S-a a-_
622	single	1	e H X i b q a.	_e H X i b q a._	8	_-e e-H H-X X-i i-b b-q q-a. a.-_
623	single	1	u l s. u. S b a	_u l s. u. S b a_	8	_-u u-l l-s. s.-u. u.-S S-b b-a a-_
624	single	1	a l j a b t i	_a l j a b t i_	8	_-a a-l l-j j-a a-b b-t t-i i-_
625	single	1	a S X i S r u	_a S X i S r u_	8	_-a a-S S-X X-i i-S S-r r-u u-_
626	single	1	i r q e. p j a	_i r q e. p j a_	8	_-i i-r r-q q-e. e.-p p-j j-a a-_
627	single	1	i j x a g s. u.	_i j x a g s. u._	8	_-i i-j j-x x-a a-g g-s. s.-u. u.-_
628	single	1	e s. j e m w u	_e s. j e m w u_	8	_-e e-s. s.-j j-e e-m m-w w-u u-_
629	single	3	? e i b u i k	_? e i b u i k_	8	_-? ?-e e-i i-b b-u u-i i-k k-_
630	single	3	X e e t a u b	_X e e t a u b_	8	_-X X-e e-e e-t t-a a-u u-b b-_
631	single	1	i X H a b X u	_i X H a b X u_	8	_-i i-X X-H H-a a-b b-X X-u u-_
632	single	1	u t b i. q l u	_u t b i. q l u_	8	_-u u-t t-b b-i. i.-q q-l l-u u-_
633	single	1	e n p e ? S a	_e n p e ? S a_	8	_-e e-n n-p p-e e-? ?-S S-a a-_
634	single	1	i n t e p H e	_i n t e p H e_	8	_-i i-n n-t t-e e-p p-H H-e e-_
635	single	1	u p w u r ? u	_u p w u r ? u_	8	_-u u-p p-w w-u u-r r-? ?-u u-_
636	single	1	a t. j u t x a	_a t. j u t x a_	8	_-a a-t. t.-j j-u u-t t-x x-a a-_
637	single	1	u n z a s ? u	_u n z a s ? u_	8	_-u u-n n-z z-a a-s s-? ?-u u-_
638	single	1	a x X u g t a	_a x X u g t a_	8	_-a a-x x-X X-u u-g g-t t-a a-_
639	single	1	a s. q a. t. m a	_a s. q a. t. m a_	8	_-a a-s. s.-q q-a. a.-t. t.-m m-a a-_
640	single	1	a S t i t. t u	_a S t i t. t u_	8	_-a a-S S-t t-i i-t. t.-t t-u u-_
641	single	1	i n x a s X a	_i n x a s X a_	8	_-i i-n n-x x-a a-s s-X X-a a-_
642	single	1	a ? t. i. X g i	_a ? t. i. X g i_	8	_-a a-? ?-t. t.-i. i.-X X-g g-i i-_
643	single	1	e k g u z j a	_e k g u z j a_	8	_-e e-k k-g g-u u-z z-j j-a a-_
644	single	1	e g d i q x u	_e g d i q x u_	8	_-e e-g g-d d-i i-q q-x x-u u-_
645	single	1	a p s i H z e	_a p s i H z e_	8	_-a a-p p-s s-i i-H H-z z-e e-_
646	single	1	u b x i d p i	_u b x i d p i_	8	_-u u-b b-x x-i i-d d-p p-i i-_
647	single	1	u w s a m n a	_u w s a m n a_	8	_-u u-w w-s s-a a-m m-n n-a a-_
648	single	1	a l S i b p i	_a l S i b p i_	8	_-a a-l l-S S-i i-b b-p p-i i-_
649	single	1	u S n i k d a	_u S n i k d a_	8	_-u u-S S-n n-i i-k k-d d-a a-_
650	single	1	e t X u z w i	_e t X u z w i_	8	_-e e-t t-X X-u u-z z-w w-i i-_
651	single	1	a w l e r n e	_a w l e r n e_	8	_-a a-w w-l l-e e-r r-n n-e e-_
652	single	1	i ? b u d m a	_i ? b u d m a_	8	_-i i-? ?-b b-u u-d d-m m-a a-_
653	single	1	i r w e k w e	_i r w e k w e_	8	_-i i-r r-w w-e e-k k-w w-e e-_
654	single	1	i j w e H ? e	_i j w e H ? e_	8	_-i i-j j-w w-e e-H H-? ?-e e-_
655	single	1	i m ? u x g u	_i m ? u x g u_	8	_-i i-m m-? ?-u u-x x-g g-u u-_
656	single	1	i b w i d t. a.	_i b w i d t. a._	8	_-i i-b b-w w-i i-d d-t. t.-a. a.-_
657	single	3	S e u r u a l	_S e u r u a l_	8	_-S S-e e-u u-r r-u u-a a-l l-_
658	single	1	i w t e r l e	_i w t e r l e_	8	_-i i-w w-t t-e e-r r-l l-e e-_
659	single	1	a l k e b k i	_a l k e b k i_	8	_-a a-l l-k k-e e-b b-k k-i i-_
660	single	1	a H H e x g e	_a H H e x g e_	8	_-a a-H H-H H-e e-x x-g g-e e-_
661	single	1	u p s. i. p ? a	_u p s. i. p ? a_	8	_-u u-p p-s. s.-i. i.-p p-? ?-a a-_
662	single	1	u n d a l H u	_u n d a l H u_	8	_-u u-n n-d d-a a-l l-H H-u u-_
663	single	1	e k x i ? H u	_e k x i ? H u_	8	_-e e-k k-x x-i i-? ?-H H-u u-_
664	single	1	i w X u j s. u.	_i w X u j s. u._	8	_-i i-w w-X X-u u-j j-s. s.-u. u.-_
665	single	1	u t g a z z u	_u t g a z z u_	8	_-u u-t t-g g-a a-z z-z z-u u-_
666	single	1	e l m u n j u	_e l m u n j u_	8	_-e e-l l-m m-u u-n n-j j-u u-_
667	single	1	e x ? u X n e	_e x ? u X n e_	8	_-e e-x x-? ?-u u-X X-n n-e e-_
668	single	1	a S z u X z i	_a S z u X z i_	8	_-a a-S S-z z-u u-X X-z z-i i-_
669	single	1	i b l e k l e	_i b l e k l e_	8	_-i i-b b-l l-e e-k k-l l-e e-_
670	single	2	z e. q e. s j u p	_z e. q e. s j u p_	9	_-z z-e. e.-q q-e. e.-s s-j j-u u-p p-_
671	single	1	e w w a r j u	_e w w a r j u_	8	_-e e-w w-w w-a a-r r-j j-u u-_
672	single	1	u p k a s. x i	_u p k a s. x i_	8	_-u u-p p-k k-a a-s. s.-x x-i i-_
673	single	1	e k r e ? r u	_e k r e ? r u_	8	_-e e-k k-r r-e e-? ?-r r-u u-_
674	single	1	u m H i s w a	_u m H i s w a_	8	_-u u-m m-H H-i i-s s-w w-a a-_
675	single	1	a x t i x S e	_a x t i x S e_	8	_-a a-x x-t t-i i-x x-S S-e e-_
676	single	1	i k r i w k i	_i k r i w k i_	8	_-i i-k k-r r-i i-w w-k k-i i-_
677	single	1	a S m i x w a	_a S m i x w a_	8	_-a a-S S-m m-i i-x x-w w-a a-_
678	single	1	i z x e s k a	_i z x e s k a_	8	_-i i-z z-x x-e e-s s-k k-a a-_
679	single	1	e j x a. t. H u	_e j x a. t. H u_	8	_-e e-j j-x x-a. a.-t. t.-H H-u u-_
680	single	1	i S g a ? ? u	_i S g a ? ? u_	8	_-i i-S S-g g-a a-? ?-? ?-u u-_
681	single	1	a S m u. s. S u	_a S m u. s. S u_	8	_-a a-S S-m m-u. u.-s. s.-S S-u u-_
682	single	1	e r t. e. m r u	_e r t. e. m r u_	8	_-e e-r r-t. t.-e. e.-m m-r r-u u-_
683	single	1	e q g e H H e	_e q g e H H e_	8	_-e e-q q-g g-e e-H H-H H-e e-_
684	single	1	u s l u l n e	_u s l u l n e_	8	_-u u-s s-l l-u u-l l-n n-e e-_
685	single	1	e g n u l ? e	_e g n u l ? e_	8	_-e e-g g-n n-u u-l l-? ?-e e-_
686	single	3	X i i j u u t	_X i i j u u t_	8	_-X X-i i-i i-j j-u u-u u-t t-_
687	single	1	a d d e w p e	_a d d e w p e_	8	_-a a-d d-d d-e e-w w-p p-e e-_
688	single	1	i b t i q z i	_i b t i q z i_	8	_-i i-b b-t t-i i-q q-z z-i i-_
689	single	1	e l x a d x a	_e l x a d x a_	8	_-e e-l l-x x-a a-d d-x x-a a-_
690	single	1	i x z a b b i	_i x z a b b i_	8	_-i i-x x-z z-a a-b b-b b-i i-_
691	single	1	i t w e t w i	_i t w e t w i_	8	_-i i-t t-w w-e e-t t-w w-i i-_
692	single	1	i n r u j H u	_i n r u j H u_	8	_-i i-n n-r r-u u-j j-H H-u u-_
693	single	1	e H s u g j u	_e H s u g j u_	8	_-e e-H H-s s-u u-g g-j j-u u-_
694	single	1	u t. s e n l a	_u t. s e n l a_	8	_-u u-t. t.-s s-e e-n n-l l-a a-_
695	single	1	a S H i s H e	_a S H i s H e_	8	_-a a-S S-H H-i i-s s-H H-e e-_
696	single	1	i S p u r n u	_i S p u r n u_	8	_-i i-S S-p p-u u-r r-n n-u u-_
697	single	1	e z l a w t. u.	_e z l a w t. u._	8	_-e e-z z-l l-a a-w w-t. t.-u. u.-_
698	single	1	u w z u H t. e.	_u w z u H t. e._	8	_-u u-w w-z z-u u-H H-t. t.-e. e.-_
699	single	1	a p x u w X a	_a p x u w X a_	8	_-a a-p p-x x-u u-w w-X X-a a-_
700	single	1	a q m u g s i	_a q m u g s i_	8	_-a a-q q-m m-u u-g g-s s-i i-_
701	single	1	i b r u S r u	_i b r u S r u_	8	_-i i-b b-r r-u u-S S-r r-u u-_
702	single	1	e t. n i p t i	_e t. n i p t i_	8	_-e e-t. t.-n n-i i-p p-t t-i i-_
703	single	1	a l l e m d i	_a l l e m d i_	8	_-a a-l l-l l-e e-m m-d d-i i-_
704	single	1	i r X a ? w a	_i r X a ? w a_	8	_-i i-r r-X X-a a-? ?-w w-a a-_
705	single	1	u H x u. s. z i	_u H x u. s. z i_	8	_-u u-H H-x x-u. u.-s. s.-z z-i i-_
706	single	1	u d b i l S i	_u d b i l S i_	8	_-u u-d d-b b-i i-l l-S S-i i-_
707	single	1	e s z u ? l i	_e s z u ? l i_	8	_-e e-s s-z z-u u-? ?-l l-i i-_
708	single	2	m e j e X k a ?	_m e j e X k a ?_	9	_-m m-e e-j j-e e-X X-k k-a a-? ?-_
709	single	1	i b m a H d i	_i b m a H d i_	8	_-i i-b b-m m-a a-H H-d d-i i-_
710	single	1	a w j e l b i	_a w j e l b i_	8	_-a a-w w-j j-e e-l l-b b-i i-_
711	single	1	a z r a H w e	_a z r a H w e_	8	_-a a-z z-r r-a a-H H-w w-e e-_
712	single	3	z u e r a i z	_z u e r a i z_	8	_-z z-u u-e e-r r-a a-i i-z z-_
713	single	1	u d X u r S a	_u d X u r S a_	8	_-u u-d d-X X-u u-r r-S S-a a-_
714	single	1	u l w i H q e.	_u l w i H q e._	8	_-u u-l l-w w-i i-H H-q q-e. e.-_
715	single	1	i m l e g t. i.	_i m l e g t. i._	8	_-i i-m m-l l-e e-g g-t. t.-i. i.-_
716	single	1	a H b u p ? e	_a H b u p ? e_	8	_-a a-H H-b b-u u-p p-? ?-e e-_
717	single	1	u t s. e. l d a	_u t s. e. l d a_	8	_-u u-t t-s. s.-e. e.-l l-d d-a a-_
718	single	1	e z ? e b n i	_e z ? e b n i_	8	_-e e-z z-? ?-e e-b b-n n-i i-_
719	single	1	i s g e t g e	_i s g e t g e_	8	_-i i-s s-g g-e e-t t-g g-e e-_
720	single	1	u t p a n j u	_u t p a n j u_	8	_-u u-t t-p p-a a-n n-j j-u u-_
721	single	1	u g x u ? X i	_u g x u ? X i_	8	_-u u-g g-x x-u u-? ?-X X-i i-_
722	single	1	a d H e j n i	_a d H e j n i_	8	_-a a-d d-H H-e e-j j-n n-i i-_
723	single	1	e s. g a. q n e	_e s. g a. q n e_	8	_-e e-s. s.-g g-a. a.-q q-n n-e e-_
724	single	1	u g g i j w e	_u g g i j w e_	8	_-u u-g g-g g-i i-j j-w w-e e-_
725	single	1	u s b i z X u	_u s b i z X u_	8	_-u u-s s-b b-i i-z z-X X-u u-_
726	single	1	u k s e H z e	_u k s e H z e_	8	_-u u-k k-s s-e e-H H-z z-e e-_
727	single	1	u d l a. s. k u	_u d l a. s. k u_	8	_-u u-d d-l l-a. a.-s. s.-k k-u u-_
728	single	1	a r k a q q u.	_a r k a q q u._	8	_-a a-r r-k k-a a-q q-q q-u. u.-_
729	single	1	i x m a ? H a	_i x m a ? H a_	8	_-i i-x x-m m-a a-? ?-H H-a a-_
730	single	1	e X l a g z u	_e X l a g z u_	8	_-e e-X X-l l-a a-g g-z z-u u-_
